"","model","parameters","replicate","simulation","noise","value"
"1747","Myers","B","47","3","0.05",0.870722433460076
"1748","Myers","B","48","3","0.05",0.875116495806151
"1749","Myers","B","49","3","0.05",0.870142180094787
"1750","Myers","B","50","3","0.05",0.872420262664165
"1751","Myers","B","51","3","0.05",0.873465533522191
"1752","Myers","B","52","3","0.05",0.863013698630137
"1753","Myers","B","53","3","0.05",0.867052023121387
"1754","Myers","B","54","3","0.05",0.875
"1755","Myers","B","55","3","0.05",0.87218045112782
"1756","Myers","B","56","3","0.05",0.87206020696143
"1757","Myers","B","57","3","0.05",0.872744539411206
"1758","Myers","B","58","3","0.05",0.870754716981132
"1759","Myers","B","59","3","0.05",0.874178403755869
"1760","Myers","B","60","3","0.05",0.877209302325581
"1761","Myers","B","61","3","0.05",0.873584905660377
"1762","Myers","B","62","3","0.05",0.868648130393097
"1763","Myers","B","63","3","0.05",0.878899082568807
"1764","Myers","B","64","3","0.05",0.874883286647993
"1765","Myers","B","65","3","0.05",0.868773946360153
"1766","Myers","B","66","3","0.05",0.875234521575985
"1767","Myers","B","67","3","0.05",0.872280037842952
"1768","Myers","B","68","3","0.05",0.876040703052729
"1769","Myers","B","69","3","0.05",0.871794871794872
"1770","Myers","B","70","3","0.05",0.872521246458924
"1771","Myers","B","71","3","0.05",0.865179437439379
"1772","Myers","B","72","3","0.05",0.875468164794007
"1773","Myers","B","73","3","0.05",0.872641509433962
"1774","Myers","B","74","3","0.05",0.87047619047619
"1775","Myers","B","75","3","0.05",0.868696479543292
"1776","Myers","B","76","3","0.05",0.866149369544132
"1777","Myers","B","77","3","0.05",0.8662109375
"1778","Myers","B","78","3","0.05",0.868068833652008
"1779","Myers","B","79","3","0.05",0.876623376623377
"1780","Myers","B","80","3","0.05",0.866088631984586
"1781","Myers","B","81","3","0.05",0.872300469483568
"1782","Myers","B","82","3","0.05",0.86504854368932
"1783","Myers","B","83","3","0.05",0.872380952380952
"1784","Myers","B","84","3","0.05",0.870722433460076
"1785","Myers","B","85","3","0.05",0.868068833652008
"1786","Myers","B","86","3","0.05",0.872259294566254
"1787","Myers","B","87","3","0.05",0.871550903901047
"1788","Myers","B","88","3","0.05",0.869771863117871
"1789","Myers","B","89","3","0.05",0.872400756143667
"1790","Myers","B","90","3","0.05",0.868821292775665
"1791","Myers","B","91","3","0.05",0.871939736346516
"1792","Myers","B","92","3","0.05",0.871090047393365
"1793","Myers","B","93","3","0.05",0.869230769230769
"1794","Myers","B","94","3","0.05",0.863239573229874
"1795","Myers","B","95","3","0.05",0.877209302325581
"1796","Myers","B","96","3","0.05",0.873134328358209
"1797","Myers","B","97","3","0.05",0.872400756143667
"1798","Myers","B","98","3","0.05",0.868142444658325
"1799","Myers","B","99","3","0.05",0.871455576559546
"1800","Myers","B","100","3","0.05",0.866474543707973
"1801","Myers","A","1","1","0.01",0.709302325581395
"1802","Myers","A","2","1","0.01",0.708126036484245
"1803","Myers","A","3","1","0.01",0.701666666666667
"1804","Myers","A","4","1","0.01",0.704318936877076
"1805","Myers","A","5","1","0.01",0.70573566084788
"1806","Myers","A","6","1","0.01",0.70514950166113
"1807","Myers","A","7","1","0.01",0.707296849087894
"1808","Myers","A","8","1","0.01",0.705245628642798
"1809","Myers","A","9","1","0.01",0.70265780730897
"1810","Myers","A","10","1","0.01",0.705245628642798
"1811","Myers","A","11","1","0.01",0.706322795341098
"1812","Myers","A","12","1","0.01",0.704904405652535
"1813","Myers","A","13","1","0.01",0.701915070774355
"1814","Myers","A","14","1","0.01",0.705096073517126
"1815","Myers","A","15","1","0.01",0.70549084858569
"1816","Myers","A","16","1","0.01",0.70573566084788
"1817","Myers","A","17","1","0.01",0.707154742096506
"1818","Myers","A","18","1","0.01",0.70549084858569
"1819","Myers","A","19","1","0.01",0.706810631229236
"1820","Myers","A","20","1","0.01",0.70573566084788
"1821","Myers","A","21","1","0.01",0.705245628642798
"1822","Myers","A","22","1","0.01",0.705980066445183
"1823","Myers","A","23","1","0.01",0.70739817123857
"1824","Myers","A","24","1","0.01",0.701168614357262
"1825","Myers","A","25","1","0.01",0.703150912106136
"1826","Myers","A","26","1","0.01",0.704318936877076
"1827","Myers","A","27","1","0.01",0.708850289495451
"1828","Myers","A","28","1","0.01",0.701505016722408
"1829","Myers","A","29","1","0.01",0.706810631229236
"1830","Myers","A","30","1","0.01",0.706710853355427
"1831","Myers","A","31","1","0.01",0.704658901830283
"1832","Myers","A","32","1","0.01",0.70514950166113
"1833","Myers","A","33","1","0.01",0.708818635607321
"1834","Myers","A","34","1","0.01",0.705833333333333
"1835","Myers","A","35","1","0.01",0.703826955074875
"1836","Myers","A","36","1","0.01",0.707641196013289
"1837","Myers","A","37","1","0.01",0.703580349708576
"1838","Myers","A","38","1","0.01",0.708609271523179
"1839","Myers","A","39","1","0.01",0.705245628642798
"1840","Myers","A","40","1","0.01",0.70774354704413
"1841","Myers","A","41","1","0.01",0.706322795341098
"1842","Myers","A","42","1","0.01",0.700499168053245
"1843","Myers","A","43","1","0.01",0.703826955074875
"1844","Myers","A","44","1","0.01",0.702995008319468
"1845","Myers","A","45","1","0.01",0.70514950166113
"1846","Myers","A","46","1","0.01",0.702995008319468
"1847","Myers","A","47","1","0.01",0.706566916043225
"1848","Myers","A","48","1","0.01",0.706953642384106
"1849","Myers","A","49","1","0.01",0.70514950166113
"1850","Myers","A","50","1","0.01",0.707296849087894
"1851","Myers","A","51","1","0.01",0.706810631229236
"1852","Myers","A","52","1","0.01",0.705096073517126
"1853","Myers","A","53","1","0.01",0.705
"1854","Myers","A","54","1","0.01",0.707053941908714
"1855","Myers","A","55","1","0.01",0.704564315352697
"1856","Myers","A","56","1","0.01",0.70514950166113
"1857","Myers","A","57","1","0.01",0.70549084858569
"1858","Myers","A","58","1","0.01",0.709302325581395
"1859","Myers","A","59","1","0.01",0.707053941908714
"1860","Myers","A","60","1","0.01",0.710853355426678
"1861","Myers","A","61","1","0.01",0.70514950166113
"1862","Myers","A","62","1","0.01",0.705245628642798
"1863","Myers","A","63","1","0.01",0.708264462809917
"1864","Myers","A","64","1","0.01",0.706710853355427
"1865","Myers","A","65","1","0.01",0.704658901830283
"1866","Myers","A","66","1","0.01",0.707641196013289
"1867","Myers","A","67","1","0.01",0.70514950166113
"1868","Myers","A","68","1","0.01",0.705882352941176
"1869","Myers","A","69","1","0.01",0.706566916043225
"1870","Myers","A","70","1","0.01",0.706810631229236
"1871","Myers","A","71","1","0.01",0.70558798999166
"1872","Myers","A","72","1","0.01",0.707296849087894
"1873","Myers","A","73","1","0.01",0.705394190871369
"1874","Myers","A","74","1","0.01",0.70216306156406
"1875","Myers","A","75","1","0.01",0.707154742096506
"1876","Myers","A","76","1","0.01",0.703919933277732
"1877","Myers","A","77","1","0.01",0.699499165275459
"1878","Myers","A","78","1","0.01",0.706910907577019
"1879","Myers","A","79","1","0.01",0.706710853355427
"1880","Myers","A","80","1","0.01",0.706078268109908
"1881","Myers","A","81","1","0.01",0.706224066390041
"1882","Myers","A","82","1","0.01",0.70534223706177
"1883","Myers","A","83","1","0.01",0.704658901830283
"1884","Myers","A","84","1","0.01",0.70906068162926
"1885","Myers","A","85","1","0.01",0.704658901830283
"1886","Myers","A","86","1","0.01",0.707154742096506
"1887","Myers","A","87","1","0.01",0.706566916043225
"1888","Myers","A","88","1","0.01",0.704658901830283
"1889","Myers","A","89","1","0.01",0.706566916043225
"1890","Myers","A","90","1","0.01",0.708229426433915
"1891","Myers","A","91","1","0.01",0.705980066445183
"1892","Myers","A","92","1","0.01",0.704318936877076
"1893","Myers","A","93","1","0.01",0.708333333333333
"1894","Myers","A","94","1","0.01",0.704753961634696
"1895","Myers","A","95","1","0.01",0.706710853355427
"1896","Myers","A","96","1","0.01",0.707296849087894
"1897","Myers","A","97","1","0.01",0.705980066445183
"1898","Myers","A","98","1","0.01",0.704166666666667
"1899","Myers","A","99","1","0.01",0.706566916043225
"1900","Myers","A","100","1","0.01",0.704412989175687
"1901","Myers","A","1","2","0.01",0.709302325581395
"1902","Myers","A","2","2","0.01",0.708126036484245
"1903","Myers","A","3","2","0.01",0.701666666666667
"1904","Myers","A","4","2","0.01",0.704318936877076
"1905","Myers","A","5","2","0.01",0.70573566084788
"1906","Myers","A","6","2","0.01",0.70514950166113
"1907","Myers","A","7","2","0.01",0.707296849087894
"1908","Myers","A","8","2","0.01",0.705245628642798
"1909","Myers","A","9","2","0.01",0.70265780730897
"1910","Myers","A","10","2","0.01",0.705245628642798
"1911","Myers","A","11","2","0.01",0.706322795341098
"1912","Myers","A","12","2","0.01",0.704904405652535
"1913","Myers","A","13","2","0.01",0.701915070774355
"1914","Myers","A","14","2","0.01",0.705096073517126
"1915","Myers","A","15","2","0.01",0.70549084858569
"1916","Myers","A","16","2","0.01",0.70573566084788
"1917","Myers","A","17","2","0.01",0.707154742096506
"1918","Myers","A","18","2","0.01",0.70549084858569
"1919","Myers","A","19","2","0.01",0.706810631229236
"1920","Myers","A","20","2","0.01",0.70573566084788
"1921","Myers","A","21","2","0.01",0.705245628642798
"1922","Myers","A","22","2","0.01",0.705980066445183
"1923","Myers","A","23","2","0.01",0.70739817123857
"1924","Myers","A","24","2","0.01",0.701168614357262
"1925","Myers","A","25","2","0.01",0.703150912106136
"1926","Myers","A","26","2","0.01",0.704318936877076
"1927","Myers","A","27","2","0.01",0.708850289495451
"1928","Myers","A","28","2","0.01",0.701505016722408
"1929","Myers","A","29","2","0.01",0.706810631229236
"1930","Myers","A","30","2","0.01",0.706710853355427
"1931","Myers","A","31","2","0.01",0.704658901830283
"1932","Myers","A","32","2","0.01",0.70514950166113
"1933","Myers","A","33","2","0.01",0.708818635607321
"1934","Myers","A","34","2","0.01",0.705833333333333
"1935","Myers","A","35","2","0.01",0.703826955074875
"1936","Myers","A","36","2","0.01",0.707641196013289
"1937","Myers","A","37","2","0.01",0.703580349708576
"1938","Myers","A","38","2","0.01",0.708609271523179
"1939","Myers","A","39","2","0.01",0.705245628642798
"1940","Myers","A","40","2","0.01",0.70774354704413
"1941","Myers","A","41","2","0.01",0.706322795341098
"1942","Myers","A","42","2","0.01",0.700499168053245
"1943","Myers","A","43","2","0.01",0.703826955074875
"1944","Myers","A","44","2","0.01",0.702995008319468
"1945","Myers","A","45","2","0.01",0.70514950166113
"1946","Myers","A","46","2","0.01",0.702995008319468
"1947","Myers","A","47","2","0.01",0.706566916043225
"1948","Myers","A","48","2","0.01",0.706953642384106
"1949","Myers","A","49","2","0.01",0.70514950166113
"1950","Myers","A","50","2","0.01",0.707296849087894
"1951","Myers","A","51","2","0.01",0.706810631229236
"1952","Myers","A","52","2","0.01",0.705096073517126
"1953","Myers","A","53","2","0.01",0.705
"1954","Myers","A","54","2","0.01",0.707053941908714
"1955","Myers","A","55","2","0.01",0.704564315352697
"1956","Myers","A","56","2","0.01",0.70514950166113
"1957","Myers","A","57","2","0.01",0.70549084858569
"1958","Myers","A","58","2","0.01",0.709302325581395
"1959","Myers","A","59","2","0.01",0.707053941908714
"1960","Myers","A","60","2","0.01",0.710853355426678
"1961","Myers","A","61","2","0.01",0.70514950166113
"1962","Myers","A","62","2","0.01",0.705245628642798
"1963","Myers","A","63","2","0.01",0.708264462809917
"1964","Myers","A","64","2","0.01",0.706710853355427
"1965","Myers","A","65","2","0.01",0.704658901830283
"1966","Myers","A","66","2","0.01",0.707641196013289
"1967","Myers","A","67","2","0.01",0.70514950166113
"1968","Myers","A","68","2","0.01",0.705882352941176
"1969","Myers","A","69","2","0.01",0.706566916043225
"1970","Myers","A","70","2","0.01",0.706810631229236
"1971","Myers","A","71","2","0.01",0.70558798999166
"1972","Myers","A","72","2","0.01",0.707296849087894
"1973","Myers","A","73","2","0.01",0.705394190871369
"1974","Myers","A","74","2","0.01",0.70216306156406
"1975","Myers","A","75","2","0.01",0.707154742096506
"1976","Myers","A","76","2","0.01",0.703919933277732
"1977","Myers","A","77","2","0.01",0.699499165275459
"1978","Myers","A","78","2","0.01",0.706910907577019
"1979","Myers","A","79","2","0.01",0.706710853355427
"1980","Myers","A","80","2","0.01",0.706078268109908
"1981","Myers","A","81","2","0.01",0.706224066390041
"1982","Myers","A","82","2","0.01",0.70534223706177
"1983","Myers","A","83","2","0.01",0.704658901830283
"1984","Myers","A","84","2","0.01",0.70906068162926
"1985","Myers","A","85","2","0.01",0.704658901830283
"1986","Myers","A","86","2","0.01",0.707154742096506
"1987","Myers","A","87","2","0.01",0.706566916043225
"1988","Myers","A","88","2","0.01",0.704658901830283
"1989","Myers","A","89","2","0.01",0.706566916043225
"1990","Myers","A","90","2","0.01",0.708229426433915
"1991","Myers","A","91","2","0.01",0.705980066445183
"1992","Myers","A","92","2","0.01",0.704318936877076
"1993","Myers","A","93","2","0.01",0.708333333333333
"1994","Myers","A","94","2","0.01",0.704753961634696
"1995","Myers","A","95","2","0.01",0.706710853355427
"1996","Myers","A","96","2","0.01",0.707296849087894
"1997","Myers","A","97","2","0.01",0.705980066445183
"1998","Myers","A","98","2","0.01",0.704166666666667
"1999","Myers","A","99","2","0.01",0.706566916043225
"2000","Myers","A","100","2","0.01",0.704412989175687
"2001","Myers","A","1","3","0.01",0.784883720930233
"2002","Myers","A","2","3","0.01",0.781094527363184
"2003","Myers","A","3","3","0.01",0.7625
"2004","Myers","A","4","3","0.01",0.774916943521595
"2005","Myers","A","5","3","0.01",0.772236076475478
"2006","Myers","A","6","3","0.01",0.770764119601329
"2007","Myers","A","7","3","0.01",0.778606965174129
"2008","Myers","A","8","3","0.01",0.774354704412989
"2009","Myers","A","9","3","0.01",0.767441860465116
"2010","Myers","A","10","3","0.01",0.772689425478768
"2011","Myers","A","11","3","0.01",0.777870216306156
"2012","Myers","A","12","3","0.01",0.778054862842893
"2013","Myers","A","13","3","0.01",0.76353039134055
"2014","Myers","A","14","3","0.01",0.770258980785297
"2015","Myers","A","15","3","0.01",0.773710482529118
"2016","Myers","A","16","3","0.01",0.780548628428928
"2017","Myers","A","17","3","0.01",0.775374376039933
"2018","Myers","A","18","3","0.01",0.772878535773711
"2019","Myers","A","19","3","0.01",0.777408637873754
"2020","Myers","A","20","3","0.01",0.778886118038238
"2021","Myers","A","21","3","0.01",0.769358867610325
"2022","Myers","A","22","3","0.01",0.774916943521595
"2023","Myers","A","23","3","0.01",0.770573566084788
"2024","Myers","A","24","3","0.01",0.767946577629382
"2025","Myers","A","25","3","0.01",0.771144278606965
"2026","Myers","A","26","3","0.01",0.774086378737541
"2027","Myers","A","27","3","0.01",0.778329197684037
"2028","Myers","A","28","3","0.01",0.760033444816054
"2029","Myers","A","29","3","0.01",0.772425249169435
"2030","Myers","A","30","3","0.01",0.783761391880696
"2031","Myers","A","31","3","0.01",0.771214642262895
"2032","Myers","A","32","3","0.01",0.776578073089701
"2033","Myers","A","33","3","0.01",0.78369384359401
"2034","Myers","A","34","3","0.01",0.77
"2035","Myers","A","35","3","0.01",0.773710482529118
"2036","Myers","A","36","3","0.01",0.774086378737541
"2037","Myers","A","37","3","0.01",0.771024146544546
"2038","Myers","A","38","3","0.01",0.783112582781457
"2039","Myers","A","39","3","0.01",0.769358867610325
"2040","Myers","A","40","3","0.01",0.771856786011657
"2041","Myers","A","41","3","0.01",0.776206322795341
"2042","Myers","A","42","3","0.01",0.768718801996672
"2043","Myers","A","43","3","0.01",0.763727121464226
"2044","Myers","A","44","3","0.01",0.76955074875208
"2045","Myers","A","45","3","0.01",0.777408637873754
"2046","Myers","A","46","3","0.01",0.771214642262895
"2047","Myers","A","47","3","0.01",0.780548628428928
"2048","Myers","A","48","3","0.01",0.779801324503311
"2049","Myers","A","49","3","0.01",0.776578073089701
"2050","Myers","A","50","3","0.01",0.781094527363184
"2051","Myers","A","51","3","0.01",0.776578073089701
"2052","Myers","A","52","3","0.01",0.766917293233083
"2053","Myers","A","53","3","0.01",0.7625
"2054","Myers","A","54","3","0.01",0.778423236514523
"2055","Myers","A","55","3","0.01",0.771784232365145
"2056","Myers","A","56","3","0.01",0.768272425249169
"2057","Myers","A","57","3","0.01",0.781198003327787
"2058","Myers","A","58","3","0.01",0.779069767441861
"2059","Myers","A","59","3","0.01",0.781742738589212
"2060","Myers","A","60","3","0.01",0.789560894780447
"2061","Myers","A","61","3","0.01",0.774086378737541
"2062","Myers","A","62","3","0.01",0.778517901748543
"2063","Myers","A","63","3","0.01",0.785950413223141
"2064","Myers","A","64","3","0.01",0.784589892294946
"2065","Myers","A","65","3","0.01",0.775374376039933
"2066","Myers","A","66","3","0.01",0.78156146179402
"2067","Myers","A","67","3","0.01",0.777408637873754
"2068","Myers","A","68","3","0.01",0.779618889809445
"2069","Myers","A","69","3","0.01",0.780548628428928
"2070","Myers","A","70","3","0.01",0.782392026578073
"2071","Myers","A","71","3","0.01",0.773144286905755
"2072","Myers","A","72","3","0.01",0.783582089552239
"2073","Myers","A","73","3","0.01",0.780912863070539
"2074","Myers","A","74","3","0.01",0.768718801996672
"2075","Myers","A","75","3","0.01",0.775374376039933
"2076","Myers","A","76","3","0.01",0.771476230191827
"2077","Myers","A","77","3","0.01",0.762103505843072
"2078","Myers","A","78","3","0.01",0.779350541215654
"2079","Myers","A","79","3","0.01",0.782104391052196
"2080","Myers","A","80","3","0.01",0.771024146544546
"2081","Myers","A","81","3","0.01",0.774273858921162
"2082","Myers","A","82","3","0.01",0.765442404006678
"2083","Myers","A","83","3","0.01",0.771214642262895
"2084","Myers","A","84","3","0.01",0.784704904405653
"2085","Myers","A","85","3","0.01",0.776206322795341
"2086","Myers","A","86","3","0.01",0.776206322795341
"2087","Myers","A","87","3","0.01",0.773898586866168
"2088","Myers","A","88","3","0.01",0.778702163061564
"2089","Myers","A","89","3","0.01",0.778054862842893
"2090","Myers","A","90","3","0.01",0.785536159600998
"2091","Myers","A","91","3","0.01",0.779900332225914
"2092","Myers","A","92","3","0.01",0.772425249169435
"2093","Myers","A","93","3","0.01",0.774166666666667
"2094","Myers","A","94","3","0.01",0.764804003336113
"2095","Myers","A","95","3","0.01",0.782932891466446
"2096","Myers","A","96","3","0.01",0.781094527363184
"2097","Myers","A","97","3","0.01",0.779900332225914
"2098","Myers","A","98","3","0.01",0.775
"2099","Myers","A","99","3","0.01",0.780548628428928
"2100","Myers","A","100","3","0.01",0.776852622814321
"2101","Myers","A","1","1","0.05",0.705445544554456
"2102","Myers","A","2","1","0.05",0.71007371007371
"2103","Myers","A","3","1","0.05",0.698319327731092
"2104","Myers","A","4","1","0.05",0.704470198675497
"2105","Myers","A","5","1","0.05",0.705394190871369
"2106","Myers","A","6","1","0.05",0.703980099502488
"2107","Myers","A","7","1","0.05",0.710655737704918
"2108","Myers","A","8","1","0.05",0.702251876563803
"2109","Myers","A","9","1","0.05",0.705638474295191
"2110","Myers","A","10","1","0.05",0.703085904920767
"2111","Myers","A","11","1","0.05",0.70739817123857
"2112","Myers","A","12","1","0.05",0.705638474295191
"2113","Myers","A","13","1","0.05",0.702341137123746
"2114","Myers","A","14","1","0.05",0.697792869269949
"2115","Myers","A","15","1","0.05",0.703826955074875
"2116","Myers","A","16","1","0.05",0.708609271523179
"2117","Myers","A","17","1","0.05",0.700833333333333
"2118","Myers","A","18","1","0.05",0.704904405652535
"2119","Myers","A","19","1","0.05",0.709331131296449
"2120","Myers","A","20","1","0.05",0.70514950166113
"2121","Myers","A","21","1","0.05",0.704107292539816
"2122","Myers","A","22","1","0.05",0.706368899917287
"2123","Myers","A","23","1","0.05",0.706467661691542
"2124","Myers","A","24","1","0.05",0.696534234995773
"2125","Myers","A","25","1","0.05",0.709703947368421
"2126","Myers","A","26","1","0.05",0.709090909090909
"2127","Myers","A","27","1","0.05",0.718093699515347
"2128","Myers","A","28","1","0.05",0.694017094017094
"2129","Myers","A","29","1","0.05",0.705882352941176
"2130","Myers","A","30","1","0.05",0.711947626841244
"2131","Myers","A","31","1","0.05",0.703580349708576
"2132","Myers","A","32","1","0.05",0.709810387469085
"2133","Myers","A","33","1","0.05",0.702341137123746
"2134","Myers","A","34","1","0.05",0.704602510460251
"2135","Myers","A","35","1","0.05",0.703085904920767
"2136","Myers","A","36","1","0.05",0.707095709570957
"2137","Myers","A","37","1","0.05",0.699916177703269
"2138","Myers","A","38","1","0.05",0.71219512195122
"2139","Myers","A","39","1","0.05",0.702770780856423
"2140","Myers","A","40","1","0.05",0.701592623637888
"2141","Myers","A","41","1","0.05",0.703734439834025
"2142","Myers","A","42","1","0.05",0.703085904920767
"2143","Myers","A","43","1","0.05",0.701168614357262
"2144","Myers","A","44","1","0.05",0.70573566084788
"2145","Myers","A","45","1","0.05",0.705541770057899
"2146","Myers","A","46","1","0.05",0.704658901830283
"2147","Myers","A","47","1","0.05",0.705980066445183
"2148","Myers","A","48","1","0.05",0.70949263502455
"2149","Myers","A","49","1","0.05",0.703980099502488
"2150","Myers","A","50","1","0.05",0.709703947368421
"2151","Myers","A","51","1","0.05",0.708264462809917
"2152","Myers","A","52","1","0.05",0.695836873406967
"2153","Myers","A","53","1","0.05",0.703610411418976
"2154","Myers","A","54","1","0.05",0.708641975308642
"2155","Myers","A","55","1","0.05",0.707578253706755
"2156","Myers","A","56","1","0.05",0.706512778235779
"2157","Myers","A","57","1","0.05",0.706224066390041
"2158","Myers","A","58","1","0.05",0.708505367464905
"2159","Myers","A","59","1","0.05",0.706172839506173
"2160","Myers","A","60","1","0.05",0.709730171708913
"2161","Myers","A","61","1","0.05",0.707438016528926
"2162","Myers","A","62","1","0.05",0.702341137123746
"2163","Myers","A","63","1","0.05",0.716478190630048
"2164","Myers","A","64","1","0.05",0.711711711711712
"2165","Myers","A","65","1","0.05",0.702589807852966
"2166","Myers","A","66","1","0.05",0.707818930041152
"2167","Myers","A","67","1","0.05",0.706953642384106
"2168","Myers","A","68","1","0.05",0.71219512195122
"2169","Myers","A","69","1","0.05",0.706810631229236
"2170","Myers","A","70","1","0.05",0.708264462809917
"2171","Myers","A","71","1","0.05",0.70126582278481
"2172","Myers","A","72","1","0.05",0.710180623973727
"2173","Myers","A","73","1","0.05",0.706853839801817
"2174","Myers","A","74","1","0.05",0.703826955074875
"2175","Myers","A","75","1","0.05",0.706566916043225
"2176","Myers","A","76","1","0.05",0.69873417721519
"2177","Myers","A","77","1","0.05",0.6980491942324
"2178","Myers","A","78","1","0.05",0.707011686143573
"2179","Myers","A","79","1","0.05",0.713936430317848
"2180","Myers","A","80","1","0.05",0.700251889168766
"2181","Myers","A","81","1","0.05",0.706995884773663
"2182","Myers","A","82","1","0.05",0.697635135135135
"2183","Myers","A","83","1","0.05",0.701331114808652
"2184","Myers","A","84","1","0.05",0.703488372093023
"2185","Myers","A","85","1","0.05",0.703919933277732
"2186","Myers","A","86","1","0.05",0.705245628642798
"2187","Myers","A","87","1","0.05",0.70407315045719
"2188","Myers","A","88","1","0.05",0.703241895261845
"2189","Myers","A","89","1","0.05",0.704714640198511
"2190","Myers","A","90","1","0.05",0.708229426433915
"2191","Myers","A","91","1","0.05",0.704620462046205
"2192","Myers","A","92","1","0.05",0.706467661691542
"2193","Myers","A","93","1","0.05",0.700754400670578
"2194","Myers","A","94","1","0.05",0.699324324324324
"2195","Myers","A","95","1","0.05",0.71078431372549
"2196","Myers","A","96","1","0.05",0.711711711711712
"2197","Myers","A","97","1","0.05",0.705541770057899
"2198","Myers","A","98","1","0.05",0.702181208053691
"2199","Myers","A","99","1","0.05",0.708023159636063
"2200","Myers","A","100","1","0.05",0.701592623637888
"2201","Myers","A","1","2","0.05",0.665841584158416
"2202","Myers","A","2","2","0.05",0.671580671580672
"2203","Myers","A","3","2","0.05",0.659663865546219
"2204","Myers","A","4","2","0.05",0.664735099337748
"2205","Myers","A","5","2","0.05",0.667219917012448
"2206","Myers","A","6","2","0.05",0.665837479270315
"2207","Myers","A","7","2","0.05",0.672950819672131
"2208","Myers","A","8","2","0.05",0.662218515429525
"2209","Myers","A","9","2","0.05",0.667495854063018
"2210","Myers","A","10","2","0.05",0.663886572143453
"2211","Myers","A","11","2","0.05",0.667497921862012
"2212","Myers","A","12","2","0.05",0.665837479270315
"2213","Myers","A","13","2","0.05",0.663879598662207
"2214","Myers","A","14","2","0.05",0.657894736842105
"2215","Myers","A","15","2","0.05",0.663893510815308
"2216","Myers","A","16","2","0.05",0.668874172185431
"2217","Myers","A","17","2","0.05",0.66
"2218","Myers","A","18","2","0.05",0.665835411471322
"2219","Myers","A","19","2","0.05",0.670520231213873
"2220","Myers","A","20","2","0.05",0.664451827242525
"2221","Myers","A","21","2","0.05",0.663872590108969
"2222","Myers","A","22","2","0.05",0.665839536807279
"2223","Myers","A","23","2","0.05",0.666666666666667
"2224","Myers","A","24","2","0.05",0.657650042265427
"2225","Myers","A","25","2","0.05",0.669407894736842
"2226","Myers","A","26","2","0.05",0.668595041322314
"2227","Myers","A","27","2","0.05",0.679321486268174
"2228","Myers","A","28","2","0.05",0.652991452991453
"2229","Myers","A","29","2","0.05",0.666942833471417
"2230","Myers","A","30","2","0.05",0.672667757774141
"2231","Myers","A","31","2","0.05",0.663613655287261
"2232","Myers","A","32","2","0.05",0.670239076669415
"2233","Myers","A","33","2","0.05",0.66304347826087
"2234","Myers","A","34","2","0.05",0.665271966527197
"2235","Myers","A","35","2","0.05",0.663886572143453
"2236","Myers","A","36","2","0.05",0.668316831683168
"2237","Myers","A","37","2","0.05",0.660519698239732
"2238","Myers","A","38","2","0.05",0.673170731707317
"2239","Myers","A","39","2","0.05",0.663308144416457
"2240","Myers","A","40","2","0.05",0.661357921207041
"2241","Myers","A","41","2","0.05",0.666390041493776
"2242","Myers","A","42","2","0.05",0.662218515429525
"2243","Myers","A","43","2","0.05",0.661936560934892
"2244","Myers","A","44","2","0.05",0.665004156275977
"2245","Myers","A","45","2","0.05",0.666666666666667
"2246","Myers","A","46","2","0.05",0.665557404326123
"2247","Myers","A","47","2","0.05",0.666943521594684
"2248","Myers","A","48","2","0.05",0.671031096563012
"2249","Myers","A","49","2","0.05",0.665008291873963
"2250","Myers","A","50","2","0.05",0.671052631578947
"2251","Myers","A","51","2","0.05",0.669421487603306
"2252","Myers","A","52","2","0.05",0.655055225148683
"2253","Myers","A","53","2","0.05",0.664147774979009
"2254","Myers","A","54","2","0.05",0.669135802469136
"2255","Myers","A","55","2","0.05",0.670510708401977
"2256","Myers","A","56","2","0.05",0.667765869744435
"2257","Myers","A","57","2","0.05",0.667219917012448
"2258","Myers","A","58","2","0.05",0.669694467382329
"2259","Myers","A","59","2","0.05",0.667489711934156
"2260","Myers","A","60","2","0.05",0.672117743254293
"2261","Myers","A","61","2","0.05",0.668595041322314
"2262","Myers","A","62","2","0.05",0.662207357859532
"2263","Myers","A","63","2","0.05",0.676898222940226
"2264","Myers","A","64","2","0.05",0.673218673218673
"2265","Myers","A","65","2","0.05",0.661654135338346
"2266","Myers","A","66","2","0.05",0.669958847736626
"2267","Myers","A","67","2","0.05",0.668046357615894
"2268","Myers","A","68","2","0.05",0.673983739837398
"2269","Myers","A","69","2","0.05",0.666943521594684
"2270","Myers","A","70","2","0.05",0.667768595041322
"2271","Myers","A","71","2","0.05",0.660759493670886
"2272","Myers","A","72","2","0.05",0.672413793103448
"2273","Myers","A","73","2","0.05",0.66804293971924
"2274","Myers","A","74","2","0.05",0.664725457570715
"2275","Myers","A","75","2","0.05",0.665835411471322
"2276","Myers","A","76","2","0.05",0.659071729957806
"2277","Myers","A","77","2","0.05",0.657336726039016
"2278","Myers","A","78","2","0.05",0.6669449081803
"2279","Myers","A","79","2","0.05",0.675631621841891
"2280","Myers","A","80","2","0.05",0.661628883291352
"2281","Myers","A","81","2","0.05",0.666666666666667
"2282","Myers","A","82","2","0.05",0.657939189189189
"2283","Myers","A","83","2","0.05",0.663893510815308
"2284","Myers","A","84","2","0.05",0.666112956810631
