"","allee","replicate","sim","value","noise","L1"
"141",1,"41","2",1,0.05,1
"142",1,"42","2",1,0.05,1
"143",1,"43","2",1,0.05,1
"144",1,"44","2",1,0.05,1
"145",1,"45","2",1,0.05,1
"146",1,"46","2",1,0.05,1
"147",1,"47","2",1,0.05,1
"148",1,"48","2",1,0.05,1
"149",1,"49","2",1,0.05,1
"150",1,"50","2",1,0.05,1
"151",1,"51","2",1,0.05,1
"152",1,"52","2",1,0.05,1
"153",1,"53","2",1,0.05,1
"154",1,"54","2",1,0.05,1
"155",1,"55","2",1,0.05,1
"156",1,"56","2",1,0.05,1
"157",1,"57","2",1,0.05,1
"158",1,"58","2",1,0.05,1
"159",1,"59","2",1,0.05,1
"160",1,"60","2",1,0.05,1
"161",1,"61","2",1,0.05,1
"162",1,"62","2",1,0.05,1
"163",1,"63","2",1,0.05,1
"164",1,"64","2",1,0.05,1
"165",1,"65","2",1,0.05,1
"166",1,"66","2",1,0.05,1
"167",1,"67","2",1,0.05,1
"168",1,"68","2",1,0.05,1
"169",1,"69","2",1,0.05,1
"170",1,"70","2",1,0.05,1
"171",1,"71","2",1,0.05,1
"172",1,"72","2",1,0.05,1
"173",1,"73","2",1,0.05,1
"174",1,"74","2",1,0.05,1
"175",1,"75","2",1,0.05,1
"176",1,"76","2",1,0.05,1
"177",1,"77","2",1,0.05,1
"178",1,"78","2",1,0.05,1
"179",1,"79","2",1,0.05,1
"180",1,"80","2",1,0.05,1
"181",1,"81","2",1,0.05,1
"182",1,"82","2",1,0.05,1
"183",1,"83","2",1,0.05,1
"184",1,"84","2",1,0.05,1
"185",1,"85","2",1,0.05,1
"186",1,"86","2",1,0.05,1
"187",1,"87","2",1,0.05,1
"188",1,"88","2",1,0.05,1
"189",1,"89","2",1,0.05,1
"190",1,"90","2",1,0.05,1
"191",1,"91","2",1,0.05,1
"192",1,"92","2",1,0.05,1
"193",1,"93","2",1,0.05,1
"194",1,"94","2",1,0.05,1
"195",1,"95","2",1,0.05,1
"196",1,"96","2",1,0.05,1
"197",1,"97","2",1,0.05,1
"198",1,"98","2",1,0.05,1
"199",1,"99","2",1,0.05,1
"200",1,"100","2",1,0.05,1
"201",1,"1","3",0.9765625,0.05,1
"202",1,"2","3",0.976982097186701,0.05,1
"203",1,"3","3",0.970108695652174,0.05,1
"204",1,"4","3",0.976377952755906,0.05,1
"205",1,"5","3",0.973614775725594,0.05,1
"206",1,"6","3",0.976315789473684,0.05,1
"207",1,"7","3",0.97948717948718,0.05,1
"208",1,"8","3",0.973333333333333,0.05,1
"209",1,"9","3",0.976315789473684,0.05,1
"210",1,"10","3",0.975935828877005,0.05,1
"211",1,"11","3",0.973544973544973,0.05,1
"212",1,"12","3",0.976315789473684,0.05,1
"213",1,"13","3",0.975871313672922,0.05,1
"214",1,"14","3",0.969359331476323,0.05,1
"215",1,"15","3",0.973404255319149,0.05,1
"216",1,"16","3",0.973821989528796,0.05,1
"217",1,"17","3",0.973333333333333,0.05,1
"218",1,"18","3",0.976190476190476,0.05,1
"219",1,"19","3",0.9765625,0.05,1
"220",1,"20","3",0.973614775725594,0.05,1
"221",1,"21","3",0.973045822102426,0.05,1
"222",1,"22","3",0.976439790575916,0.05,1
"223",1,"23","3",0.978891820580475,0.05,1
"224",1,"24","3",0.972451790633609,0.05,1
"225",1,"25","3",0.976744186046512,0.05,1
"226",1,"26","3",0.979057591623037,0.05,1
"227",1,"27","3",0.98014888337469,0.05,1
"228",1,"28","3",0.974504249291785,0.05,1
"229",1,"29","3",0.976377952755906,0.05,1
"230",1,"30","3",0.979591836734694,0.05,1
"231",1,"31","3",0.976,0.05,1
"232",1,"32","3",0.979220779220779,0.05,1
"233",1,"33","3",0.978494623655914,0.05,1
"234",1,"34","3",0.973118279569892,0.05,1
"235",1,"35","3",0.978609625668449,0.05,1
"236",1,"36","3",0.9765625,0.05,1
"237",1,"37","3",0.972972972972973,0.05,1
"238",1,"38","3",0.979848866498741,0.05,1
"239",1,"39","3",0.975609756097561,0.05,1
"240",1,"40","3",0.972972972972973,0.05,1
"241",1,"41","3",0.973614775725594,0.05,1
"242",1,"42","3",0.973333333333333,0.05,1
"243",1,"43","3",0.973262032085562,0.05,1
"244",1,"44","3",0.973474801061008,0.05,1
"245",1,"45","3",0.976439790575916,0.05,1
"246",1,"46","3",0.973544973544973,0.05,1
"247",1,"47","3",0.976190476190476,0.05,1
"248",1,"48","3",0.977040816326531,0.05,1
"249",1,"49","3",0.976315789473684,0.05,1
"250",1,"50","3",0.974226804123711,0.05,1
"251",1,"51","3",0.973890339425587,0.05,1
"252",1,"52","3",0.972067039106145,0.05,1
"253",1,"53","3",0.97289972899729,0.05,1
"254",1,"54","3",0.976623376623377,0.05,1
"255",1,"55","3",0.981818181818182,0.05,1
"256",1,"56","3",0.974025974025974,0.05,1
"257",1,"57","3",0.976253298153034,0.05,1
"258",1,"58","3",0.971279373368146,0.05,1
"259",1,"59","3",0.976683937823834,0.05,1
"260",1,"60","3",0.979643765903308,0.05,1
"261",1,"61","3",0.971354166666667,0.05,1
"262",1,"62","3",0.975806451612903,0.05,1
"263",1,"63","3",0.98014888337469,0.05,1
"264",1,"64","3",0.974424552429668,0.05,1
"265",1,"65","3",0.973190348525469,0.05,1
"266",1,"66","3",0.979328165374677,0.05,1
"267",1,"67","3",0.973821989528796,0.05,1
"268",1,"68","3",0.982367758186398,0.05,1
"269",1,"69","3",0.976253298153034,0.05,1
"270",1,"70","3",0.976501305483029,0.05,1
"271",1,"71","3",0.972527472527473,0.05,1
"272",1,"72","3",0.976863753213367,0.05,1
"273",1,"73","3",0.976501305483029,0.05,1
"274",1,"74","3",0.973474801061008,0.05,1
"275",1,"75","3",0.976127320954907,0.05,1
"276",1,"76","3",0.975274725274725,0.05,1
"277",1,"77","3",0.975,0.05,1
"278",1,"78","3",0.973262032085562,0.05,1
"279",1,"79","3",0.979746835443038,0.05,1
"280",1,"80","3",0.97289972899729,0.05,1
"281",1,"81","3",0.976744186046512,0.05,1
"282",1,"82","3",0.975206611570248,0.05,1
"283",1,"83","3",0.970822281167109,0.05,1
"284",1,"84","3",0.976190476190476,0.05,1
"285",1,"85","3",0.975935828877005,0.05,1
"286",1,"86","3",0.976063829787234,0.05,1
"287",1,"87","3",0.976127320954907,0.05,1
"288",1,"88","3",0.976190476190476,0.05,1
"289",1,"89","3",0.979057591623037,0.05,1
"290",1,"90","3",0.973544973544973,0.05,1
"291",1,"91","3",0.979166666666667,0.05,1
"292",1,"92","3",0.976315789473684,0.05,1
"293",1,"93","3",0.978319783197832,0.05,1
"294",1,"94","3",0.972527472527473,0.05,1
"295",1,"95","3",0.977099236641221,0.05,1
"296",1,"96","3",0.976982097186701,0.05,1
"297",1,"97","3",0.979057591623037,0.05,1
"298",1,"98","3",0.975609756097561,0.05,1
"299",1,"99","3",0.976439790575916,0.05,1
"300",1,"100","3",0.972972972972973,0.05,1
"301",2,"1","1",1,0.05,2
"302",2,"2","1",1,0.05,2
"303",2,"3","1",1,0.05,2
"304",2,"4","1",1,0.05,2
"305",2,"5","1",1,0.05,2
"306",2,"6","1",1,0.05,2
"307",2,"7","1",1,0.05,2
"308",2,"8","1",1,0.05,2
"309",2,"9","1",1,0.05,2
"310",2,"10","1",1,0.05,2
"311",2,"11","1",1,0.05,2
"312",2,"12","1",1,0.05,2
"313",2,"13","1",1,0.05,2
"314",2,"14","1",1,0.05,2
"315",2,"15","1",1,0.05,2
"316",2,"16","1",1,0.05,2
"317",2,"17","1",1,0.05,2
"318",2,"18","1",1,0.05,2
"319",2,"19","1",1,0.05,2
"320",2,"20","1",1,0.05,2
"321",2,"21","1",1,0.05,2
"322",2,"22","1",1,0.05,2
"323",2,"23","1",1,0.05,2
"324",2,"24","1",1,0.05,2
"325",2,"25","1",1,0.05,2
"326",2,"26","1",1,0.05,2
"327",2,"27","1",1,0.05,2
"328",2,"28","1",1,0.05,2
"329",2,"29","1",1,0.05,2
"330",2,"30","1",1,0.05,2
"331",2,"31","1",1,0.05,2
"332",2,"32","1",1,0.05,2
"333",2,"33","1",1,0.05,2
"334",2,"34","1",1,0.05,2
"335",2,"35","1",1,0.05,2
"336",2,"36","1",1,0.05,2
"337",2,"37","1",1,0.05,2
"338",2,"38","1",1,0.05,2
"339",2,"39","1",1,0.05,2
"340",2,"40","1",1,0.05,2
"341",2,"41","1",1,0.05,2
"342",2,"42","1",1,0.05,2
"343",2,"43","1",1,0.05,2
"344",2,"44","1",1,0.05,2
"345",2,"45","1",1,0.05,2
"346",2,"46","1",1,0.05,2
"347",2,"47","1",1,0.05,2
"348",2,"48","1",1,0.05,2
"349",2,"49","1",1,0.05,2
"350",2,"50","1",1,0.05,2
"351",2,"51","1",1,0.05,2
"352",2,"52","1",1,0.05,2
"353",2,"53","1",1,0.05,2
"354",2,"54","1",1,0.05,2
"355",2,"55","1",1,0.05,2
"356",2,"56","1",1,0.05,2
"357",2,"57","1",1,0.05,2
"358",2,"58","1",1,0.05,2
"359",2,"59","1",1,0.05,2
"360",2,"60","1",1,0.05,2
"361",2,"61","1",1,0.05,2
"362",2,"62","1",1,0.05,2
"363",2,"63","1",1,0.05,2
"364",2,"64","1",1,0.05,2
"365",2,"65","1",1,0.05,2
"366",2,"66","1",1,0.05,2
"367",2,"67","1",1,0.05,2
"368",2,"68","1",1,0.05,2
"369",2,"69","1",1,0.05,2
"370",2,"70","1",1,0.05,2
"371",2,"71","1",1,0.05,2
"372",2,"72","1",1,0.05,2
"373",2,"73","1",1,0.05,2
"374",2,"74","1",1,0.05,2
"375",2,"75","1",1,0.05,2
"376",2,"76","1",1,0.05,2
"377",2,"77","1",1,0.05,2
"378",2,"78","1",1,0.05,2
"379",2,"79","1",1,0.05,2
"380",2,"80","1",1,0.05,2
"381",2,"81","1",1,0.05,2
"382",2,"82","1",1,0.05,2
"383",2,"83","1",1,0.05,2
"384",2,"84","1",1,0.05,2
"385",2,"85","1",1,0.05,2
"386",2,"86","1",1,0.05,2
"387",2,"87","1",1,0.05,2
"388",2,"88","1",1,0.05,2
"389",2,"89","1",1,0.05,2
"390",2,"90","1",1,0.05,2
"391",2,"91","1",1,0.05,2
"392",2,"92","1",1,0.05,2
"393",2,"93","1",1,0.05,2
"394",2,"94","1",1,0.05,2
"395",2,"95","1",1,0.05,2
"396",2,"96","1",1,0.05,2
"397",2,"97","1",1,0.05,2
"398",2,"98","1",1,0.05,2
"399",2,"99","1",1,0.05,2
"400",2,"100","1",1,0.05,2
"401",2,"1","2",1.00343642611684,0.05,2
"402",2,"2","2",1.003367003367,0.05,2
"403",2,"3","2",1.00727272727273,0.05,2
"404",2,"4","2",1.00347222222222,0.05,2
"405",2,"5","2",1.0034965034965,0.05,2
"406",2,"6","2",1.00348432055749,0.05,2
"407",2,"7","2",1,0.05,2
"408",2,"8","2",1.00354609929078,0.05,2
"409",2,"9","2",1.00348432055749,0.05,2
"410",2,"10","2",1.00711743772242,0.05,2
"411",2,"11","2",1.00350877192982,0.05,2
"412",2,"12","2",1,0.05,2
"413",2,"13","2",1.00357142857143,0.05,2
"414",2,"14","2",1.00749063670412,0.05,2
"415",2,"15","2",1.00353356890459,0.05,2
"416",2,"16","2",1.00347222222222,0.05,2
"417",2,"17","2",1.00354609929078,0.05,2
"418",2,"18","2",1.00350877192982,0.05,2
"419",2,"19","2",1.00343642611684,0.05,2
"420",2,"20","2",1.00701754385965,0.05,2
"421",2,"21","2",1.00359712230216,0.05,2
"422",2,"22","2",1.00346020761246,0.05,2
"423",2,"23","2",1,0.05,2
"424",2,"24","2",1.00740740740741,0.05,2
"425",2,"25","2",1,0.05,2
"426",2,"26","2",1.00346020761246,0.05,2
"427",2,"27","2",1,0.05,2
"428",2,"28","2",1.00381679389313,0.05,2
"429",2,"29","2",1.00347222222222,0.05,2
"430",2,"30","2",1,0.05,2
"431",2,"31","2",1.00353356890459,0.05,2
"432",2,"32","2",1,0.05,2
"433",2,"33","2",1.00716845878136,0.05,2
"434",2,"34","2",1.00716845878136,0.05,2
"435",2,"35","2",1.00354609929078,0.05,2
"436",2,"36","2",1,0.05,2
"437",2,"37","2",1.00359712230216,0.05,2
"438",2,"38","2",1.003300330033,0.05,2
"439",2,"39","2",1.00361010830325,0.05,2
"440",2,"40","2",1.00359712230216,0.05,2
"441",2,"41","2",1.00701754385965,0.05,2
"442",2,"42","2",1.00354609929078,0.05,2
"443",2,"43","2",1.00355871886121,0.05,2
"444",2,"44","2",1,0.05,2
"445",2,"45","2",1,0.05,2
"446",2,"46","2",1.00350877192982,0.05,2
"447",2,"47","2",1.00350877192982,0.05,2
"448",2,"48","2",1,0.05,2
"449",2,"49","2",1.00348432055749,0.05,2
"450",2,"50","2",1,0.05,2
"451",2,"51","2",1,0.05,2
"452",2,"52","2",1.00751879699248,0.05,2
"453",2,"53","2",1.00724637681159,0.05,2
"454",2,"54","2",1,0.05,2
"455",2,"55","2",1,0.05,2
"456",2,"56","2",1.00342465753425,0.05,2
"457",2,"57","2",1.0034965034965,0.05,2
"458",2,"58","2",1.00344827586207,0.05,2
"459",2,"59","2",1.00341296928328,0.05,2
"460",2,"60","2",1.00334448160535,0.05,2
"461",2,"61","2",1.00344827586207,0.05,2
"462",2,"62","2",1.00357142857143,0.05,2
"463",2,"63","2",0.996774193548387,0.05,2
"464",2,"64","2",1.003367003367,0.05,2
"465",2,"65","2",1.00357142857143,0.05,2
"466",2,"66","2",1,0.05,2
"467",2,"67","2",1.00347222222222,0.05,2
"468",2,"68","2",1,0.05,2
"469",2,"69","2",1.0034965034965,0.05,2
"470",2,"70","2",1,0.05,2
"471",2,"71","2",1.00367647058824,0.05,2
"472",2,"72","2",1,0.05,2
"473",2,"73","2",1,0.05,2
"474",2,"74","2",1.00352112676056,0.05,2
"475",2,"75","2",1.00352112676056,0.05,2
"476",2,"76","2",1.00367647058824,0.05,2
"477",2,"77","2",1.00373134328358,0.05,2
"478",2,"78","2",1.00355871886121,0.05,2
"479",2,"79","2",1,0.05,2
"480",2,"80","2",1.0036231884058,0.05,2
"481",2,"81","2",1.00341296928328,0.05,2
"482",2,"82","2",1.00740740740741,0.05,2
"483",2,"83","2",1.00352112676056,0.05,2
"484",2,"84","2",1.00350877192982,0.05,2
"485",2,"85","2",1.00711743772242,0.05,2
"486",2,"86","2",1.00352112676056,0.05,2
"487",2,"87","2",1.00352112676056,0.05,2
"488",2,"88","2",1.00350877192982,0.05,2
"489",2,"89","2",1.00346020761246,0.05,2
"490",2,"90","2",1.00350877192982,0.05,2
"491",2,"91","2",1.00343642611684,0.05,2
"492",2,"92","2",1.00348432055749,0.05,2
"493",2,"93","2",1.0072202166065,0.05,2
"494",2,"94","2",1.00738007380074,0.05,2
"495",2,"95","2",1,0.05,2
"496",2,"96","2",1,0.05,2
"497",2,"97","2",1.00346020761246,0.05,2
"498",2,"98","2",1.00361010830325,0.05,2
"499",2,"99","2",1.00346020761246,0.05,2
"500",2,"100","2",1.00359712230216,0.05,2
"501",2,"1","3",1,0.05,2
"502",2,"2","3",1,0.05,2
"503",2,"3","3",1,0.05,2
"504",2,"4","3",1,0.05,2
"505",2,"5","3",1,0.05,2
"506",2,"6","3",1,0.05,2
"507",2,"7","3",1,0.05,2
"508",2,"8","3",1,0.05,2
"509",2,"9","3",1,0.05,2
"510",2,"10","3",1,0.05,2
"511",2,"11","3",1,0.05,2
"512",2,"12","3",1,0.05,2
"513",2,"13","3",1,0.05,2
"514",2,"14","3",1,0.05,2
"515",2,"15","3",1,0.05,2
"516",2,"16","3",1,0.05,2
"517",2,"17","3",1,0.05,2
"518",2,"18","3",1,0.05,2
"519",2,"19","3",1,0.05,2
"520",2,"20","3",1,0.05,2
"521",2,"21","3",1,0.05,2
"522",2,"22","3",1,0.05,2
"523",2,"23","3",1,0.05,2
"524",2,"24","3",1,0.05,2
"525",2,"25","3",1,0.05,2
"526",2,"26","3",1,0.05,2
"527",2,"27","3",1,0.05,2
"528",2,"28","3",1,0.05,2
"529",2,"29","3",1,0.05,2
"530",2,"30","3",1,0.05,2
"531",2,"31","3",1,0.05,2
"532",2,"32","3",1,0.05,2
"533",2,"33","3",1,0.05,2
"534",2,"34","3",1,0.05,2
"535",2,"35","3",1,0.05,2
"536",2,"36","3",1,0.05,2
"537",2,"37","3",1,0.05,2
"538",2,"38","3",1,0.05,2
"539",2,"39","3",1,0.05,2
"540",2,"40","3",1,0.05,2
"541",2,"41","3",1,0.05,2
"542",2,"42","3",1,0.05,2
"543",2,"43","3",1,0.05,2
"544",2,"44","3",1,0.05,2
"545",2,"45","3",1,0.05,2
"546",2,"46","3",1,0.05,2
"547",2,"47","3",1,0.05,2
"548",2,"48","3",1,0.05,2
"549",2,"49","3",1,0.05,2
"550",2,"50","3",1,0.05,2
"551",2,"51","3",1,0.05,2
"552",2,"52","3",1,0.05,2
"553",2,"53","3",1,0.05,2
"554",2,"54","3",1,0.05,2
"555",2,"55","3",1,0.05,2
"556",2,"56","3",1,0.05,2
"557",2,"57","3",1,0.05,2
"558",2,"58","3",1,0.05,2
"559",2,"59","3",1,0.05,2
"560",2,"60","3",1,0.05,2
"561",2,"61","3",1,0.05,2
"562",2,"62","3",1,0.05,2
"563",2,"63","3",1,0.05,2
"564",2,"64","3",1,0.05,2
"565",2,"65","3",1,0.05,2
"566",2,"66","3",1,0.05,2
"567",2,"67","3",1,0.05,2
"568",2,"68","3",1,0.05,2
"569",2,"69","3",1,0.05,2
"570",2,"70","3",1,0.05,2
"571",2,"71","3",1,0.05,2
"572",2,"72","3",1,0.05,2
"573",2,"73","3",1,0.05,2
"574",2,"74","3",1,0.05,2
"575",2,"75","3",1,0.05,2
"576",2,"76","3",1,0.05,2
"577",2,"77","3",1,0.05,2
"578",2,"78","3",1,0.05,2
"579",2,"79","3",1,0.05,2
"580",2,"80","3",1,0.05,2
"581",2,"81","3",1,0.05,2
"582",2,"82","3",1,0.05,2
"583",2,"83","3",1,0.05,2
"584",2,"84","3",1,0.05,2
"585",2,"85","3",1,0.05,2
"586",2,"86","3",1,0.05,2
"587",2,"87","3",1,0.05,2
"588",2,"88","3",1,0.05,2
"589",2,"89","3",1,0.05,2
"590",2,"90","3",1,0.05,2
"591",2,"91","3",1,0.05,2
"592",2,"92","3",1,0.05,2
"593",2,"93","3",1,0.05,2
"594",2,"94","3",1,0.05,2
"595",2,"95","3",1,0.05,2
"596",2,"96","3",1,0.05,2
"597",2,"97","3",1,0.05,2
"598",2,"98","3",1,0.05,2
"599",2,"99","3",1,0.05,2
"600",2,"100","3",1,0.05,2
"601",3,"1","1",0.976525821596244,0.05,3
"602",3,"2","1",0.977064220183486,0.05,3
"603",3,"3","1",0.984848484848485,0.05,3
"604",3,"4","1",0.976190476190476,0.05,3
"605",3,"5","1",0.975961538461538,0.05,3
"606",3,"6","1",0.980861244019139,0.05,3
"607",3,"7","1",0.977064220183486,0.05,3
"608",3,"8","1",0.985294117647059,0.05,3
"609",3,"9","1",0.976076555023923,0.05,3
"610",3,"10","1",0.975490196078431,0.05,3
"611",3,"11","1",0.985507246376812,0.05,3
"612",3,"12","1",0.971291866028708,0.05,3
"613",3,"13","1",0.985148514851485,0.05,3
"614",3,"14","1",0.978947368421053,0.05,3
"615",3,"15","1",0.985365853658537,0.05,3
"616",3,"16","1",0.976190476190476,0.05,3
"617",3,"17","1",0.980392156862745,0.05,3
"618",3,"18","1",0.980676328502415,0.05,3
"619",3,"19","1",0.985849056603774,0.05,3
"620",3,"20","1",0.980676328502415,0.05,3
"621",3,"21","1",0.98,0.05,3
"622",3,"22","1",0.981042654028436,0.05,3
"623",3,"23","1",0.975961538461538,0.05,3
"624",3,"24","1",0.984455958549223,0.05,3
"625",3,"25","1",0.986046511627907,0.05,3
"626",3,"26","1",0.976303317535545,0.05,3
"627",3,"27","1",0.973913043478261,0.05,3
"628",3,"28","1",0.989189189189189,0.05,3
"629",3,"29","1",0.980952380952381,0.05,3
"630",3,"30","1",0.972727272727273,0.05,3
"631",3,"31","1",0.980487804878049,0.05,3
"632",3,"32","1",0.976525821596244,0.05,3
"633",3,"33","1",0.98019801980198,0.05,3
"634",3,"34","1",0.980099502487562,0.05,3
"635",3,"35","1",0.980392156862745,0.05,3
"636",3,"36","1",0.976415094339622,0.05,3
"637",3,"37","1",0.985,0.05,3
"638",3,"38","1",0.982142857142857,0.05,3
"639",3,"39","1",0.989949748743719,0.05,3
"640",3,"40","1",0.98,0.05,3
"641",3,"41","1",0.975845410628019,0.05,3
"642",3,"42","1",0.975490196078431,0.05,3
"643",3,"43","1",0.980295566502463,0.05,3
"644",3,"44","1",0.985436893203884,0.05,3
"645",3,"45","1",0.971563981042654,0.05,3
"646",3,"46","1",0.985436893203884,0.05,3
"647",3,"47","1",0.980676328502415,0.05,3
"648",3,"48","1",0.972727272727273,0.05,3
"649",3,"49","1",0.980861244019139,0.05,3
"650",3,"50","1",0.976744186046512,0.05,3
"651",3,"51","1",0.976415094339622,0.05,3
"652",3,"52","1",0.989417989417989,0.05,3
"653",3,"53","1",0.984848484848485,0.05,3
"654",3,"54","1",0.981308411214953,0.05,3
"655",3,"55","1",0.981308411214953,0.05,3
"656",3,"56","1",0.981308411214953,0.05,3
"657",3,"57","1",0.975961538461538,0.05,3
"658",3,"58","1",0.971563981042654,0.05,3
"659",3,"59","1",0.976744186046512,0.05,3
"660",3,"60","1",0.97737556561086,0.05,3
"661",3,"61","1",0.981132075471698,0.05,3
"662",3,"62","1",0.985148514851485,0.05,3
"663",3,"63","1",0.982532751091703,0.05,3
